Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_ESR_MEDIATED_SIGNALING,-0.6134904352644602,-2.0340978273551134,0.0,0.15398753473294227,0.108,6/15,12.79%,AKT3;RUNX1;EREG;EGFR;AREG;NCOA3
