direction_acc,drug,dose,cell_type,batch_original,batch_group,n_cells,n_de_genes,method
0.2727272727272727,Crizotinib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,44,CRISP
0.1590909090909091,Foretinib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,44,CRISP
0.2777777777777778,Idelalisib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,36,CRISP
0.17142857142857143,Linagliptin,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,35,CRISP
0.4,Palbociclib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,40,CRISP
0.46875,Penfluridol,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,32,CRISP
0.43902439024390244,PorcnInhibitorIII,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,41,CRISP
0.25806451612903225,R428,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,31,CRISP
0.23076923076923078,CHIR99021,0.07092198581560284,NK cells,inDrops,inDrops,147,39,CRISP
0.1590909090909091,Crizotinib,0.07092198581560284,NK cells,inDrops,inDrops,147,44,CRISP
0.09090909090909091,Foretinib,0.07092198581560284,NK cells,inDrops,inDrops,147,44,CRISP
0.08333333333333333,Idelalisib,0.07092198581560284,NK cells,inDrops,inDrops,147,36,CRISP
0.2,Linagliptin,0.07092198581560284,NK cells,inDrops,inDrops,147,35,CRISP
0.175,Palbociclib,0.07092198581560284,NK cells,inDrops,inDrops,147,40,CRISP
0.28125,Penfluridol,0.07092198581560284,NK cells,inDrops,inDrops,147,32,CRISP
0.21951219512195122,PorcnInhibitorIII,0.07092198581560284,NK cells,inDrops,inDrops,147,41,CRISP
0.25806451612903225,R428,0.07092198581560284,NK cells,inDrops,inDrops,147,31,CRISP
