Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,WP_NRF2_PATHWAY,-0.45488996975684187,-2.0638055410399962,0.002079002079002079,0.10625791282329536,0.079,15/32,38.74%,SQSTM1;SLC2A12;TGFB1;G6PD;PTGR1;NQO1;GPX2;HSPA1A;PPARD;SLC6A19;SLC5A12;ALDH3A1;GCLM;SLC6A6;GSTP1
