Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,WP_ALZHEIMERS_DISEASE,0.5241393151412254,2.01180085223265,0.0,0.19098021018508837,0.192,11/20,21.65%,WNT5B;TUBB1;IL1A;TUBAL3;MME;GRIN2B;KIF5A;DDIT3;PSMA1;APOE;GRIN2D
gsea,WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS,0.5241393151412254,2.01180085223265,0.0,0.19098021018508837,0.192,11/20,21.65%,WNT5B;TUBB1;IL1A;TUBAL3;MME;GRIN2B;KIF5A;DDIT3;PSMA1;APOE;GRIN2D
