Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_ONCOGENIC_MAPK_SIGNALING,0.7034304956348948,2.0760401560420223,0.0,0.06902629120064456,0.112,6/10,16.43%,ITGA2B;CAMK2A;ZC3HAV1;VCL;FGG;FN1
gsea,REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,0.7034304956348948,2.0760401560420223,0.0,0.06902629120064456,0.112,6/10,16.43%,ITGA2B;CAMK2A;ZC3HAV1;VCL;FGG;FN1
