Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,KEGG_CALCIUM_SIGNALING_PATHWAY,-0.5084845517871998,-2.087547915758171,0.001984126984126984,0.07980540467203225,0.068,6/24,5.28%,ERBB4;CACNA1C;PRKCA;P2RX1;PLCD1;ITPKA
