Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,0.6076171465950531,2.0091830212389117,0.0020161290322580645,0.21139875972044495,0.196,7/15,19.78%,NEAT1;ITGAX;CD69;IFIT2;STAT5A;C3;PTPRC
