Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,-0.7269405559713835,-2.01899729563627,0.0031496062992125984,0.15093073227262851,0.117,7/11,8.05%,TCF4;RSPO4;RSPO3;HECW1;LEF1;CXXC4;SOX6
