Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,WP_OREXIN_RECEPTOR_PATHWAY,-0.5552706314576575,-2.1395780304620535,0.001841620626151013,0.01996415106001607,0.016,13/22,31.17%,PRKCA;CGA;PLCD1;HSPA5;ICAM1;PDE11A;OSBPL3;PAPPA;MAPK1;PRKAA1;STAR;CXCL8;TOX
