Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,PID_INTEGRIN2_PATHWAY,0.7301248571531334,2.1646873898191195,0.0,0.04161367045577692,0.041,5/11,4.38%,ICAM4;FGB;FGG;TGFBI;C3
