Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,0.6909276622875815,2.266547211882493,0.0,0.016862883159194927,0.016,8/14,14.24%,NEAT1;C3;IFIT2;BCR;CD80;PTPRC;ICOSLG;BCL6
