Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,KEGG_HEMATOPOIETIC_CELL_LINEAGE,0.7306886824196661,2.2625312384796628,0.0,0.023176550783912748,0.017,9/14,14.80%,CSF3R;IL6;CD3D;CD3G;CD33;ITGAM;GYPA;CD37;CD4
