Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,PID_P53_DOWNSTREAM_PATHWAY,0.6483970110775213,2.0748184366391036,0.0019880715705765406,0.1984984002326934,0.126,6/15,16.82%,GDF15;MDM2;TNFRSF10B;DDIT4;SERPINE1;IGFBP3
