Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_RHO_GTPASE_EFFECTORS,-0.5337444484405691,-1.9135760538182491,0.00510204081632653,0.10656269211011647,0.089,6/26,8.46%,KIF14;CENPF;DIAPH3;CENPE;BUB1;TUBB2A
