Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_METABOLISM_OF_STEROIDS,-0.5400205257478067,-2.028214773403335,0.001838235294117647,0.09888908613553338,0.081,12/22,27.59%,INSIG1;MVD;AKR1C3;FDPS;HMGCS1;CGA;STARD4;CUBN;SLCO1A2;ELOVL6;STAR;TSPOAP1
