Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.5147439184501202,2.0646742523921566,0.0028011204481792717,0.1757498146525578,0.124,10/22,25.95%,CD44;COL5A2;COL4A5;ITGAM;PECAM1;COL6A3;ITGAX;FGB;FN1;FGA
