Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_DISEASES_OF_GLYCOSYLATION,0.616670356424302,2.1290021362166724,0.0,0.09161089454443375,0.069,10/17,14.20%,ADAMTS19;MUC5AC;MUC5B;ADAMTS4;ADAMTS3;GFPT1;HSPG2;GPC5;VCAN;ADAMTS6
