Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_ESR_MEDIATED_SIGNALING,-0.6134904352644606,-2.079099540422427,0.002008032128514056,0.10023089588563693,0.068,6/15,12.79%,AKT3;RUNX1;EREG;EGFR;AREG;NCOA3
