Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2,0.6220066526252352,2.1032940696254214,0.002188183807439825,0.10979317593183438,0.097,8/14,18.89%,C3;BCR;NEAT1;SLAMF7;CCR7;MFGE8;IFIT2;BCL6
