Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,-0.5595213705948019,-1.8748950767147279,0.010040160642570281,0.23268807086971297,0.374,6/14,14.42%,AREG;DAB2;PICALM;EGFR;STON2;SGIP1
