Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.6687779940210903,2.075531791060757,0.0,0.16910818481499107,0.136,8/12,24.83%,C3;FGA;FGB;TFPI;CFH;C5;FGG;CFI
