Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,0.6826019170048805,1.880411447430627,0.0,0.24887495077909658,0.368,6/10,12.77%,BTK;FGG;S100A9;FGA;ITGAM;CTSS
