Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_CELL_JUNCTION_ORGANIZATION,-0.7966523775728978,-2.0237762806695447,0.0,0.18242683371449406,0.125,7/10,8.01%,SDK1;CDH2;ADAM19;CADM2;ARHGEF6;FLNC;ZEB2
