Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.5586871357812064,2.1063950533948392,0.0,0.150924141059077,0.095,13/19,31.88%,CAST;COL5A2;COL6A3;PRSS2;CD44;COL11A1;COL1A1;TLL1;HSPG2;LAMB1;COL4A4;FBN2;COL26A1
