score,group,threshold,split,cell_type,drug,dose
2.6503868,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
4.598994,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-5.208473,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
6.1522007,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
3.6604908,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
8.4027,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
3.3353372,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-0.14342183,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-0.4468281,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
2.1006513,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-4.512739,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
5.3284535,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-5.369881,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
6.717044,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
7.3720455,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
6.373098,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-11.597724,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
3.141057,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
1.4061346,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
0.18531537,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-5.6749454,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
1.2250552,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
1.7485503,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
3.3992116,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-2.4147086,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
-6.7208405,Control,7.0577381134033175,split3,T cells CD8+,Palbociclib,0.0709219858156028
