score,group,threshold,split,cell_type,drug,dose
4.906237,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.854518,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.46029234,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.2305615,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.96846646,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
6.407562,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.3833463,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.43996716,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-7.9808383,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.2517009,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-5.0979667,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.54865766,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.1428156,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.47952333,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.2390641,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.79785395,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.3051229,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-5.0652347,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.8014507,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.39140326,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.7817278,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.1804721,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.546958,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.9156117,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-5.8572464,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.7813017,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.9739413,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-6.662636,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.6706262,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.9889781,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.6646988,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.9750042,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
9.574797,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.6706204,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.2322879,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-4.750093,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-5.089421,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.100746274,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.5566995,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.2447779,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.979502,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.2534985,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
6.250466,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.48864466,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.4972267,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.23773152,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.3439977,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.399426,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.218231,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.20396668,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
4.4575167,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.4383252,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.740439,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-4.0028815,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.0493064,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.8992197,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.91087884,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.64214486,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.34062093,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.9736824,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
4.242382,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.2469573,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.9179246,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.4589639,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.261818,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-5.2540865,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.8513901,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.163596,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.5627596,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.2831695,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.3765764,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.8464477,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.45917946,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.6543005,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.7567117,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.2683439,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.56196,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.9865171,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.8271633,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
5.3902335,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.2803688,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-5.4221063,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.7982042,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-5.2129455,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.570928,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.7237909,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.341425,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.31848186,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.5615203,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.4534452,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.0064874,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.8457148,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.4450415,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.19991,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.48565346,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-6.1022305,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.2442228,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.7792699,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.5959258,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.4588716,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.04723692,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.2402499,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.8636526,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-10.209459,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
4.1471696,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-6.660817,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.8666203,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-4.721071,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.2424626,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.1223087,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.9308171,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-4.4027023,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.93442047,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.2730613,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-4.168017,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.8066052,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.0415125,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.0052686334,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
8.137913,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.6881278,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-4.509156,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.6434714,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.62130755,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.4588828,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.76234275,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-4.0877466,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-0.2597887,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
3.6808114,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
6.488228,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.7106206,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
4.70993,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.2200997,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.5980856,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.77015245,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-2.7746289,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.0598407,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-6.4314857,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
2.0692,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
6.4404593,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-1.7772672,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.7401397,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.54151636,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-3.1348279,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
-6.8032513,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
5.312771,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
5.7929077,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
0.28135794,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
1.2699943,Control,6.37389245033264,split3,T cells CD8+,Dactolisib,0.0709219858156028
