model,split,row_type,group,n_groups,sinkhorn_de,centered_sinkhorn_de,variance_log_mae_de
CRISP,split2,group,T cells CD4+_Penfluridol,1,6.791536808013916,5.648373603820801,0.087834432721138
CRISP,split2,group,T cells CD4+_Perhexiline,1,73.96621704101562,70.78157043457031,1.1280633211135864
CRISP,split2,group,T cells CD4+_Phenylbutazone,1,28.70473861694336,27.733556747436523,0.47209107875823975
CRISP,split2,group,T cells CD4+_PitavastatinCalcium,1,132.309814453125,126.43641662597656,1.4747700691223145
CRISP,split2,group,T cells CD4+_Pomalidomide,1,88.21888732910156,80.29686737060547,1.0080790519714355
CRISP,split2,group,T cells CD4+_PorcnInhibitorIII,1,104.3252944946289,97.47842407226562,0.9003167152404785
CRISP,split2,group,T cells CD4+_Prednisolone,1,100.84684753417969,93.02738952636719,1.199843168258667
CRISP,split2,group,T cells CD4+_ProscillaridinAProscillaridinA,1,98.00572204589844,65.83089447021484,0.7332117557525635
CRISP,split2,group,T cells CD4+_Protriptyline,1,9.876752853393555,9.143665313720703,0.19284652173519135
CRISP,split2,group,T cells CD4+_Quizartinib,1,3.5462656021118164,2.9458653926849365,0.04330715537071228
CRISP,split2,group,T cells CD4+_R428,1,80.19374084472656,75.64555358886719,0.9589821696281433
CRISP,split2,group,T cells CD4+_RG7090,1,82.28042602539062,75.34278869628906,0.8798187375068665
CRISP,split2,group,T cells CD4+_RG7112,1,90.08393859863281,87.45050811767578,1.212009072303772
CRISP,split2,group,T cells CD4+_RN486,1,31.075836181640625,30.3113956451416,0.5082015991210938
CRISP,split2,group,T cells CD4+_RVX208,1,50.32807922363281,48.298805236816406,0.7526775598526001
CRISP,split2,group,T cells CD4+_Raloxifene,1,310.6880187988281,184.78695678710938,2.0759177207946777
CRISP,split2,group,T cells CD4+_Resminostat,1,42.321678161621094,37.35137939453125,0.6107872128486633
CRISP,split2,group,T cells CD4+_Ricolinostat,1,38.87592315673828,36.14446258544922,0.656527578830719
CRISP,split2,group,T cells CD4+_Riociguat,1,30.86298370361328,28.50147247314453,0.38701748847961426
CRISP,split2,group,T cells CD4+_Ruxolitinib,1,60.98503875732422,57.826045989990234,0.9749932289123535
CRISP,split2,group,T cells CD4+_SB525334,1,55.01323699951172,51.18260955810547,0.6189759969711304
CRISP,split2,group,T cells CD4+_SCH58261,1,2.0038466453552246,1.29608154296875,0.0357709676027298
CRISP,split2,group,T cells CD4+_SLx2119,1,32.88957977294922,31.13845443725586,0.5325649976730347
CRISP,split2,group,T cells CD4+_STK219801,1,27.786052703857422,25.270309448242188,0.43126532435417175
CRISP,split2,group,T cells CD4+_Saracatinib,1,59.078453063964844,57.94673538208008,0.958579421043396
CRISP,split2,group,T cells CD4+_Scriptaid,1,48.253013610839844,43.980995178222656,0.6979506015777588
CRISP,split2,group,T cells CD4+_Selumetinib,1,45.218040466308594,42.7493782043457,0.5872630476951599
CRISP,split2,group,T cells CD4+_Sgccbp30,1,42.630210876464844,40.59434509277344,0.513907790184021
CRISP,split2,group,T cells CD4+_Sunitinib,1,47.25700378417969,45.26585006713867,0.6919048428535461
CRISP,split2,group,T cells CD4+_TGX221,1,49.75518798828125,48.60468292236328,0.7580114006996155
CRISP,split2,group,T cells CD4+_TIE2KinaseInhibitor,1,41.44324493408203,39.949485778808594,0.666920006275177
CRISP,split2,group,T cells CD4+_TLHRAS26,1,18.64099884033203,17.45651626586914,0.29884690046310425
CRISP,split2,group,T cells CD4+_TPCA1,1,70.23863220214844,68.43955993652344,1.1089226007461548
CRISP,split2,group,T cells CD4+_TR14035,1,33.23530197143555,31.80487823486328,0.48642420768737793
CRISP,split2,group,T cells CD4+_Tacalcitol,1,71.145751953125,70.18118286132812,1.1227293014526367
CRISP,split2,group,T cells CD4+_Tamatinib,1,62.014442443847656,60.20587158203125,1.0311658382415771
CRISP,split2,group,T cells CD4+_Tipifarnib,1,8.50872802734375,6.855637550354004,0.10609167069196701
CRISP,split2,group,T cells CD4+_Tivantinib,1,49.34149169921875,45.70763397216797,0.727520227432251
CRISP,split2,group,T cells CD4+_Tivozanib,1,42.466896057128906,41.04110336303711,0.6428190469741821
CRISP,split2,group,T cells CD4+_Topotecan,1,40.85228729248047,38.15679168701172,0.634986400604248
CRISP,split2,group,T cells CD4+_Tosedostat,1,43.86790084838867,42.41706848144531,0.6572290658950806
CRISP,split2,group,T cells CD4+_Trametinib,1,69.2894287109375,55.71612548828125,0.7077367901802063
CRISP,split2,group,T cells CD4+_UNIIBXU45ZH6LI,1,22.334606170654297,14.84762191772461,0.24544686079025269
CRISP,split2,group,T cells CD4+_Vandetanib,1,23.085498809814453,19.89211654663086,0.3196142613887787
CRISP,split2,group,T cells CD4+_Vanoxerine,1,32.19146728515625,30.443889617919922,0.47841399908065796
CRISP,split2,group,T cells CD4+_Vardenafil,1,38.443302154541016,35.83540344238281,0.632907509803772
CRISP,split2,group,T cells CD4+_Vorinostat,1,31.144142150878906,26.459211349487305,0.4518294930458069
CRISP,split2,group,T cells CD4+_YK4279,1,47.14632797241211,43.45105743408203,0.4350362718105316
CRISP,split2,split_mean,ALL,160,49.20273871296085,44.0507349108113,0.6437278449680889
CRISP,split3,group,NK cells_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,1,80.86219787597656,68.95878601074219,0.9724894762039185
CRISP,split3,group,NK cells_ABT199GDC0199,1,0.15186965465545654,0.06882153451442719,0.0030417954549193382
CRISP,split3,group,NK cells_ABT737,1,0.8407690525054932,0.42980819940567017,0.01627444662153721
CRISP,split3,group,NK cells_AMD070hydrochloride,1,17.002443313598633,16.649763107299805,0.30057570338249207
CRISP,split3,group,NK cells_AT13387,1,81.62863159179688,76.89656066894531,1.0784932374954224
CRISP,split3,group,NK cells_AT7867,1,53.95216751098633,52.20318603515625,0.8098552227020264
CRISP,split3,group,NK cells_AVL292,1,55.36473846435547,53.952571868896484,0.8276923894882202
CRISP,split3,group,NK cells_AZ628,1,33.675880432128906,32.73811340332031,0.5173410773277283
CRISP,split3,group,NK cells_AZD3514,1,0.12314298748970032,0.04532112553715706,0.0021177891176193953
CRISP,split3,group,NK cells_AZD4547,1,0.17230284214019775,0.06822292506694794,0.0030243471264839172
CRISP,split3,group,NK cells_AZD8330,1,35.10566711425781,33.77832794189453,0.5416649580001831
CRISP,split3,group,NK cells_Alogliptin,1,12.641899108886719,11.39682388305664,0.19200697541236877
CRISP,split3,group,NK cells_Alvocidib,1,33.90594482421875,1.5291742086410522,0.05876925587654114
CRISP,split3,group,NK cells_Amiodarone,1,0.17998480796813965,0.05289965122938156,0.0024095792323350906
CRISP,split3,group,NK cells_Atorvastatin,1,32.84989929199219,31.899974822998047,0.44702383875846863
CRISP,split3,group,NK cells_Azacitidine,1,5.786691665649414,4.700582981109619,0.059402428567409515
CRISP,split3,group,NK cells_BAY613606,1,52.96650314331055,46.68769073486328,0.6746818423271179
CRISP,split3,group,NK cells_BAY872243,1,26.434913635253906,24.015098571777344,0.4874418377876282
CRISP,split3,group,NK cells_BID1870,1,0.2475723922252655,0.09796696901321411,0.0042029451578855515
CRISP,split3,group,NK cells_BMS265246,1,63.76936721801758,59.32719421386719,0.8140137195587158
CRISP,split3,group,NK cells_BMS387032,1,27.87983512878418,17.549583435058594,0.19707244634628296
CRISP,split3,group,NK cells_BMS536924,1,35.101905822753906,33.830589294433594,0.5588751435279846
CRISP,split3,group,NK cells_BMS777607,1,10.903326034545898,10.64622688293457,0.20137357711791992
CRISP,split3,group,NK cells_BX912,1,22.424449920654297,21.23528480529785,0.34852445125579834
CRISP,split3,group,NK cells_Belinostat,1,77.17837524414062,70.8075942993164,0.9022250175476074
CRISP,split3,group,NK cells_Bosutinib,1,25.156837463378906,22.89042091369629,0.4332565367221832
CRISP,split3,group,NK cells_Buspirone,1,0.10071367025375366,0.032229945063591,0.0015630085254088044
CRISP,split3,group,NK cells_CC401,1,3.8523659706115723,3.5310111045837402,0.051840752363204956
CRISP,split3,group,NK cells_CEP37440,1,13.013533592224121,12.716544151306152,0.25826799869537354
CRISP,split3,group,NK cells_CGM097,1,6.126277923583984,4.612438201904297,0.09469497948884964
CRISP,split3,group,NK cells_CGP60474,1,55.71918487548828,3.1542623043060303,0.10840517282485962
CRISP,split3,group,NK cells_CHIR99021,1,11.680835723876953,10.772403717041016,0.20914511382579803
CRISP,split3,group,NK cells_Cabozantinib,1,0.23830261826515198,0.10716081410646439,0.004365906585007906
CRISP,split3,group,NK cells_Canertinib,1,41.518348693847656,38.82404327392578,0.5473943948745728
CRISP,split3,group,NK cells_Ceritinib,1,23.233657836914062,23.014415740966797,0.37153205275535583
CRISP,split3,group,NK cells_Chlorpheniramine,1,2.4299488067626953,2.2767157554626465,0.05317879095673561
CRISP,split3,group,NK cells_Clemastine,1,13.309804916381836,12.333324432373047,0.23430486023426056
CRISP,split3,group,NK cells_Clomipramine,1,22.599197387695312,22.04593276977539,0.37301117181777954
CRISP,split3,group,NK cells_Clotrimazole,1,11.497832298278809,9.717697143554688,0.10441067814826965
CRISP,split3,group,NK cells_Colchicine,1,10.130868911743164,8.52723217010498,0.12020066380500793
CRISP,split3,group,NK cells_Colforsin,1,11.573375701904297,10.895849227905273,0.15499943494796753
