gt,pred,de
0.12651674449443817,-0.04444713761192806,False
0.09323851764202118,0.0013015096774324775,False
0.10086345672607422,0.05908232927322388,False
0.5240856409072876,0.20022024688674128,False
-0.002696987707167864,0.0009591722046025097,False
-0.030077680945396423,-0.10590275542535002,False
0.01886799931526184,-0.029126118391383727,False
-0.1787373423576355,-0.149477830141017,False
-0.23644781112670898,1.316519610678676,False
0.1459392011165619,-0.04441889183450323,False
-0.0584908127784729,0.48534435180054797,False
-0.09109311550855637,-0.1565259812705767,False
0.016653314232826233,0.017530117706365825,False
0.015244018286466599,-0.020059880486978387,False
-0.014814630150794983,-0.12660554715170955,False
-0.1552208662033081,0.13581224309828618,False
-0.106772780418396,0.3111269075067532,False
0.0007182396948337555,0.0002894758654292673,False
-0.0036251256242394447,0.00010167001892114058,False
-0.2702902555465698,0.15682279820961864,False
-0.008556677028536797,0.0008151060319505632,False
-0.007631848566234112,-0.00764636493319739,False
-0.027534902095794678,-0.030921493069897645,False
-0.013195745646953583,0.014555100351572037,False
0.0023652706295251846,-0.008797952614626233,False
-0.14244304597377777,-0.1327826521813938,False
0.06068403646349907,-0.0678582229901128,False
0.01065179705619812,-0.13134697350051358,False
-0.0047244117595255375,-0.014830754420761344,False
-0.020879670977592468,-0.06946225636876557,False
-0.000925965141505003,0.005040625774267443,False
0.1171160340309143,0.12276849945198293,False
-0.015270404517650604,-0.003022767785303568,False
-0.018003037199378014,5.689668614650145e-05,False
-0.004675084725022316,9.70869732555002e-05,False
-0.03220126032829285,0.014185929846134343,False
-0.12967288494110107,-0.1387565800279424,False
-0.016126368194818497,-0.06316182013659863,False
-0.033797487616539,-0.029248041147759182,False
-0.06235358119010925,-0.06845331507600226,False
-0.01049739494919777,0.0002763638913165778,False
-0.019325021654367447,-0.007874068169799065,False
0.007606692612171173,-0.026966782201056617,False
-0.030949458479881287,-0.048491908199045766,False
0.01214408129453659,-0.03634694551861561,False
-0.013486966490745544,0.06833312184558002,False
-0.06238856911659241,-0.14956009035310536,False
-0.15820270776748657,-0.1900366514030922,False
-0.14942628145217896,0.5282558638462902,False
-0.6354433298110962,0.3717423319071369,False
-0.15964896976947784,-0.05294028147171766,False
-0.12256541848182678,-0.05967188756155055,False
-0.07836832106113434,-0.21287323343589623,False
0.0031422600150108337,-0.0017136173335088687,False
-0.001118553802371025,-0.0031349707288386647,False
0.029132626950740814,-0.05025126411481693,False
0.013416916131973267,-0.0008063801441320212,False
-0.004512518644332886,-0.019090466398403977,False
-0.01511189341545105,-0.10850916900282756,False
-0.11317130923271179,-0.01814914417640484,False
-0.1367497444152832,-0.13065112817270885,False
0.09002016484737396,0.0024879451375454664,False
0.02455127239227295,-0.07467521860344495,False
0.12409624457359314,-0.2003725418535874,False
-0.0023487303406000137,9.246948320651427e-05,False
-0.038184572011232376,0.0002988929336424917,False
0.35143518447875977,0.39768914178829506,False
0.03192909061908722,-0.029593125658596106,False
-0.015298407524824142,-0.026772817462473966,False
0.023386910557746887,-0.014899732693447076,False
0.03837907314300537,-0.28440662669504474,False
-0.04153710603713989,0.0041185133493204795,False
0.112126424908638,-0.035682384334092605,False
-0.10354535281658173,-0.062229894255062715,False
-0.06868202984333038,-0.011222373857414116,False
0.036230966448783875,-0.06639971104917382,False
-0.17377841472625732,0.03205907059047891,False
-0.084716796875,0.25741216062976224,False
-0.4284682869911194,0.0955343108405729,False
-0.086130291223526,-0.13614315654944004,False
0.06166572868824005,-0.08715561497528806,False
-0.10501521825790405,0.7205398592813314,False
-0.005678883288055658,0.0005739870248362422,False
-0.0009539159946143627,0.005487935409534359,False
-0.1293938010931015,-0.17850391560651319,False
-0.49164342880249023,1.7277297151069178,False
-0.11632132530212402,0.26657870189586097,False
0.20524728298187256,0.09473696077289528,False
-0.003788046771660447,0.0018879512790590525,False
0.003403366543352604,-0.01719175890694076,False
-0.0059423744678497314,0.0007416057633236051,False
0.0,0.0005544876330532134,False
-0.0033482518047094345,-0.05432293003685787,False
-0.0019749216735363007,0.002275613835081458,False
-0.031278565526008606,0.018904946744441986,False
0.012429844588041306,0.004946070723235607,False
0.006317783147096634,1.6029329344746657e-05,False
0.011960094794631004,-0.001605909556508276,False
0.020676597952842712,0.003538581309840083,False
-0.008437053300440311,0.00667306873947382,False
-0.007795549929141998,0.00017158054106403142,False
0.01119783241301775,0.0014319687616080046,False
-0.014462505467236042,-0.034683082755987624,False
-0.01047621387988329,-0.011609598968217229,False
-0.012189730070531368,0.0006422139122150838,False
0.009820116683840752,0.0,False
0.022433200851082802,-0.02058616115510761,False
0.017450353130698204,0.0007867255480960011,False
0.006663569249212742,0.0004867377574555576,False
0.0339001826941967,5.394085019361228e-05,False
0.0,0.0007885542581789196,False
0.0336788035929203,0.0010962162632495165,False
-0.0567452609539032,0.0032850783318281174,False
-0.002856401726603508,0.005830413196235895,False
0.015034839510917664,-0.015285221259871029,False
-0.0016989260911941528,0.005656496621668339,False
-0.003768177703022957,-0.017936206843157554,False
0.0330585278570652,0.001550215412862599,False
-0.002705054823309183,-0.008094335960800328,False
-0.010413204319775105,0.008483349345624447,False
0.0,0.00017653130635153502,False
-0.0037206592969596386,0.008205938152968884,False
0.01694454625248909,0.00043833948438987136,False
0.05737973004579544,0.0025138650089502335,False
-0.007625088095664978,0.0004394171992316842,False
0.01368255540728569,-0.02056140864649725,False
-0.007649652659893036,0.006387248635292053,False
-0.029647767543792725,0.020978357681455045,False
-0.009387188591063023,0.0023054026532918215,False
0.18267756700515747,0.2535128602777616,False
0.06459926068782806,-0.028803935593429218,False
0.003770887851715088,-0.011100680987336868,False
-0.0009641044307500124,-0.007276929173318292,False
-0.06947027146816254,0.001204952015541494,False
0.004749564453959465,0.0002070843183901161,False
0.03703109920024872,0.006649486720561981,False
-0.030135389417409897,0.003270786954089999,False
-0.0018775127828121185,0.0053094965405762196,False
-0.014053753577172756,0.00581502180070726,False
0.0,0.004752704608884341,False
-0.006587672978639603,0.0006473946268670261,False
-0.007418826222419739,0.006772802211344242,False
-0.007683069910854101,0.005013454705476761,False
0.011685051955282688,-0.3034843893402888,False
-0.004836255684494972,0.0,False
-0.0055428496561944485,0.001081336522474885,False
0.01662350632250309,-0.005245842981665954,False
-0.004824142903089523,0.00046030187513679266,False
0.04600123316049576,-0.004382069004201648,False
0.0,0.000636914512142539,False
0.013892382383346558,0.06381233036518097,False
-0.0039417375810444355,0.0031051875557750463,False
-0.04217349365353584,-0.016482063494150885,False
-0.004596657585352659,0.0031568813137710094,False
0.010538716800510883,0.0005453193443827331,False
0.033181317150592804,0.0002565292816143483,False
0.05007016658782959,-0.006801383756794677,False
0.014498550444841385,-0.04098351339055953,False
0.039212677627801895,2.5208035367541015e-05,False
-0.009512513875961304,0.0,False
-0.0028978725895285606,0.0036227472592145205,False
-0.0008777898037806153,0.001963147660717368,False
-0.008484534919261932,0.00729283161173136,False
-0.01042838953435421,0.004964244551956654,False
-0.06845168024301529,0.1578679084777832,False
-0.005736926104873419,-0.00830571908453505,False
-0.022620564326643944,0.0032985771540552378,False
-0.010933268815279007,0.02414240874350071,False
-0.019240625202655792,-0.0947738840341282,False
0.02574775740504265,-0.01829196902433438,False
0.05134738236665726,-0.010657241444098643,False
0.16263645887374878,0.02791708331762216,False
-0.23112785816192627,-0.29610640488953666,False
0.027314387261867523,-0.09260776040818325,False
-0.040640827268362045,-0.02024497984793959,False
0.03353419899940491,-0.008873586982488833,False
0.013145113363862038,0.0006413153023459017,False
-0.01749640703201294,-0.03908021186572641,False
-0.02922224998474121,-0.03118091016275923,False
-0.014765799045562744,0.2668223087642232,False
-0.025740966200828552,-0.049399359605041424,False
0.1251906305551529,-0.13582276945663047,False
-0.2511821985244751,-0.18844654094167668,False
-0.5633267164230347,-0.24178175579085392,False
-0.15408992767333984,0.7456280202785459,False
-0.002032339572906494,-0.1494336296757731,False
-0.15624463558197021,0.09707419554325424,False
-0.19646528363227844,0.024488722197282223,False
0.1365174651145935,0.34015138323076743,False
-0.02322128415107727,-0.017954164693542562,False
-0.05210691690444946,-0.10647672156489513,False
0.11846810579299927,-0.04998284189375357,False
0.007902305573225021,-0.029315183171301835,False
-0.052839070558547974,-0.032480841511030104,False
-0.022043872624635696,-0.001323759701030651,False
-0.060179874300956726,-0.09822392110537749,False
-0.000975273665972054,0.004217084497213364,False
0.07797908782958984,0.1920360384075749,False
-0.03432232141494751,-0.01289878291785637,False
-0.007573714945465326,-0.01408713964268309,False
-0.033391356468200684,-0.09436241454570135,False
0.06581641733646393,0.020581458787663633,False
-0.022000104188919067,-0.27356860546571987,False
-0.010180381126701832,-0.012614944441867997,False
-0.2830009460449219,0.24678259254427476,False
0.005749233067035675,0.004195935790066958,False
-0.05501031130552292,-0.07201813567522783,False
0.02882862091064453,-0.14150752212194725,False
-0.05550360679626465,-0.09321120491627807,False
-0.10670170187950134,-0.08752754963736593,False
0.03405369818210602,0.00897254243275504,False
0.0,0.0,False
0.009734779596328735,-0.031023423645775226,False
0.04616248607635498,0.5690439529698135,False
-0.02365727722644806,-0.01873491619985638,False
-0.09702740609645844,0.04931342624238299,False
-0.021485939621925354,-0.02592403778244664,False
-0.0038534514605998993,0.0012633478036150336,False
0.05369190126657486,0.006603361573070288,False
-0.004879675339907408,0.0004636540834326297,False
-0.028188135474920273,-0.016457669807920287,False
-0.008914649486541748,0.08941716872409264,False
0.002127908170223236,-0.044064596926306404,False
0.03539261221885681,0.016296362977311005,False
