gt,pred,de
0.12651674449443817,0.07999509940266317,False
0.09323851764202118,0.009354932233691216,False
0.10086345672607422,0.7663627862930298,False
0.5240856409072876,2.359883447265159,False
-0.002696987707167864,0.0,False
-0.030077680945396423,0.1712876942222554,False
0.01886799931526184,-0.016130608727786978,False
-0.1787373423576355,-0.07908957636279779,False
-0.23644781112670898,1.3094376252050433,False
0.1459392011165619,0.29146402521204373,False
-0.0584908127784729,0.29025954154358996,False
-0.09109311550855637,-0.07265373098930239,False
0.016653314232826233,0.10374843008906388,False
0.015244018286466599,-0.006746275036884641,False
-0.014814630150794983,-0.021833347275103082,False
-0.1552208662033081,0.3617006592693601,False
-0.106772780418396,0.8842793900163662,False
0.0007182396948337555,0.00033534321119077504,False
-0.0036251256242394447,0.0,False
-0.2702902555465698,0.16767126079125316,False
-0.008556677028536797,0.0,False
-0.007631848566234112,-0.008968409924154173,False
-0.027534902095794678,0.18001035752736474,False
-0.013195745646953583,6.819063855800778e-05,False
0.0023652706295251846,0.015286437992104943,False
-0.14244304597377777,0.03369478960632594,False
0.06068403646349907,0.15167794434651505,False
0.01065179705619812,0.19526848671648547,False
-0.0047244117595255375,-0.015062079203123552,False
-0.020879670977592468,0.06157301752590205,False
-0.000925965141505003,-0.003953956334885828,False
0.1171160340309143,1.168654807406771,False
-0.015270404517650604,0.05623550136078122,False
-0.018003037199378014,0.0,False
-0.004675084725022316,0.0,False
-0.03220126032829285,0.062333340000476994,False
-0.12967288494110107,-0.04271227012500617,False
-0.016126368194818497,-0.06727842982917218,False
-0.033797487616539,-0.03962973603086732,False
-0.06235358119010925,-0.023308698682629844,False
-0.01049739494919777,0.0,False
-0.019325021654367447,-0.00519026566198132,False
0.007606692612171173,-0.0275812362394978,False
-0.030949458479881287,0.2398653179790043,False
0.01214408129453659,0.03852495217883312,False
-0.013486966490745544,0.09270663828597156,False
-0.06238856911659241,0.030057049157705018,False
-0.15820270776748657,0.11997781628332252,False
-0.14942628145217896,0.4765086013684154,False
-0.6354433298110962,0.792340600416048,False
-0.15964896976947784,0.09195156172801226,False
-0.12256541848182678,0.16102470327926593,False
-0.07836832106113434,-0.23395737174454798,False
0.0031422600150108337,-0.004364587577357729,False
-0.001118553802371025,-0.004156964424596948,False
0.029132626950740814,0.08397728974097476,False
0.013416916131973267,0.09535768992565787,False
-0.004512518644332886,0.14968958849866595,False
-0.01511189341545105,0.00044321916455372645,False
-0.11317130923271179,-0.12869378102199353,False
