pos_ratio,model,cov_drug,cell_type
0.8666666666666667,DIFFCRISP,T cells CD8+_IBET151,T cells CD8+
0.96,DIFFCRISP,T cells CD8+_IKKInhibitorVII,T cells CD8+
0.9666666666666667,DIFFCRISP,T cells CD8+_IMD0354,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Idelalisib,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_Imatinib,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Isoniazid,T cells CD8+
0.9733333333333333,DIFFCRISP,T cells CD8+_Ixabepilone,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_K02288,T cells CD8+
0.9466666666666667,DIFFCRISP,T cells CD8+_Ketoconazole,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_LDN193189,T cells CD8+
0.6866666666666666,DIFFCRISP,T cells CD8+_LY2090314,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_Lamivudine,T cells CD8+
0.96,DIFFCRISP,T cells CD8+_Lapatinib,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_Linagliptin,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_MGCD265,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_MK5108,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_MLN2238,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Masitinib,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_Methotrexate,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_Midostaurin,T cells CD8+
0.9666666666666667,DIFFCRISP,T cells CD8+_MometasoneFuroate,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_MubritinibTAK165,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_Navitoclax,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_Nefazodone,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_Nilotinib,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_ODemethylatedAdapalene,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_OSI930,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_Oxybenzone,T cells CD8+
0.96,DIFFCRISP,T cells CD8+_PD0325901,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_PF03814735,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_PF04691502,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_PRT062607,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Palbociclib,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Penfluridol,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_Perhexiline,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Phenylbutazone,T cells CD8+
0.9,DIFFCRISP,T cells CD8+_PitavastatinCalcium,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_Pomalidomide,T cells CD8+
0.9199999999999999,DIFFCRISP,T cells CD8+_PorcnInhibitorIII,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Prednisolone,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Protriptyline,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_Quizartinib,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_R428,T cells CD8+
0.92,DIFFCRISP,T cells CD8+_RG7090,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_RG7112,T cells CD8+
0.9733333333333333,DIFFCRISP,T cells CD8+_RN486,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_RVX208,T cells CD8+
0.96,DIFFCRISP,T cells CD8+_Raloxifene,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Ricolinostat,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Riociguat,T cells CD8+
0.9533333333333333,DIFFCRISP,T cells CD8+_Ruxolitinib,T cells CD8+
0.9733333333333333,DIFFCRISP,T cells CD8+_SB525334,T cells CD8+
0.9666666666666667,DIFFCRISP,T cells CD8+_SCH58261,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_SLx2119,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_STK219801,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_Saracatinib,T cells CD8+
0.8666666666666667,DIFFCRISP,T cells CD8+_Scriptaid,T cells CD8+
0.9733333333333333,DIFFCRISP,T cells CD8+_Selumetinib,T cells CD8+
0.9666666666666667,DIFFCRISP,T cells CD8+_Sgccbp30,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Sunitinib,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_TGX221,T cells CD8+
0.9733333333333333,DIFFCRISP,T cells CD8+_TIE2KinaseInhibitor,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_TLHRAS26,T cells CD8+
0.9666666666666667,DIFFCRISP,T cells CD8+_TPCA1,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_TR14035,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_Tacalcitol,T cells CD8+
0.9666666666666667,DIFFCRISP,T cells CD8+_Tamatinib,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_Tipifarnib,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Tivantinib,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_Tivozanib,T cells CD8+
0.9733333333333333,DIFFCRISP,T cells CD8+_Topotecan,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Tosedostat,T cells CD8+
0.98,DIFFCRISP,T cells CD8+_Trametinib,T cells CD8+
0.84,DIFFCRISP,T cells CD8+_UNIIBXU45ZH6LI,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_Vandetanib,T cells CD8+
1.0,DIFFCRISP,T cells CD8+_Vanoxerine,T cells CD8+
0.9866666666666667,DIFFCRISP,T cells CD8+_Vardenafil,T cells CD8+
0.88,DIFFCRISP,T cells CD8+_Vorinostat,T cells CD8+
0.9933333333333333,DIFFCRISP,T cells CD8+_YK4279,T cells CD8+
0.9933333333333333,DIFFCRISP,T regulatory cells_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_ABT199GDC0199,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_ABT737,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_AMD070hydrochloride,T regulatory cells
0.8866666666666667,DIFFCRISP,T regulatory cells_AT13387,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_AT7867,T regulatory cells
0.9933333333333333,DIFFCRISP,T regulatory cells_AVL292,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_AZ628,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_AZD3514,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_AZD4547,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_AZD8330,T regulatory cells
0.9933333333333333,DIFFCRISP,T regulatory cells_Alogliptin,T regulatory cells
0.8466666666666667,DIFFCRISP,T regulatory cells_Alvocidib,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_Amiodarone,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_Atorvastatin,T regulatory cells
0.92,DIFFCRISP,T regulatory cells_Azacitidine,T regulatory cells
0.9533333333333333,DIFFCRISP,T regulatory cells_BAY613606,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_BAY872243,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_BID1870,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_BMS265246,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_BMS387032,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_BMS536924,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_BMS777607,T regulatory cells
0.9,DIFFCRISP,T regulatory cells_BX912,T regulatory cells
0.94,DIFFCRISP,T regulatory cells_Belinostat,T regulatory cells
0.9199999999999999,DIFFCRISP,T regulatory cells_Bosutinib,T regulatory cells
0.9466666666666667,DIFFCRISP,T regulatory cells_Buspirone,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_CC401,T regulatory cells
0.9466666666666667,DIFFCRISP,T regulatory cells_CEP37440,T regulatory cells
0.9199999999999999,DIFFCRISP,T regulatory cells_CGM097,T regulatory cells
0.9,DIFFCRISP,T regulatory cells_CGP60474,T regulatory cells
0.9533333333333333,DIFFCRISP,T regulatory cells_CHIR99021,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_Cabozantinib,T regulatory cells
0.9933333333333333,DIFFCRISP,T regulatory cells_Canertinib,T regulatory cells
0.94,DIFFCRISP,T regulatory cells_Ceritinib,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Chlorpheniramine,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_Clemastine,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Clomipramine,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_Clotrimazole,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_Colchicine,T regulatory cells
0.9933333333333333,DIFFCRISP,T regulatory cells_Colforsin,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_Crizotinib,T regulatory cells
0.6933333333333334,DIFFCRISP,T regulatory cells_Dabrafenib,T regulatory cells
0.9933333333333333,DIFFCRISP,T regulatory cells_Dactolisib,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Dasatinib,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Decitabine,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Defactinib,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Desloratadine,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Disulfiram,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Dovitinib,T regulatory cells
0.9933333333333333,DIFFCRISP,T regulatory cells_Doxorubicin,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_FK866,T regulatory cells
0.9333333333333332,DIFFCRISP,T regulatory cells_Flutamide,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_Foretinib,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_GLPG0634,T regulatory cells
0.7866666666666666,DIFFCRISP,T regulatory cells_GO6976,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_GSK1070916,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_GSK256066,T regulatory cells
0.9533333333333333,DIFFCRISP,T regulatory cells_GW843682X,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_HMN214,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_HYDROXYUREA,T regulatory cells
0.9466666666666667,DIFFCRISP,T regulatory cells_IBET151,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_IKKInhibitorVII,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_IMD0354,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_IN1451,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_Idelalisib,T regulatory cells
0.9533333333333333,DIFFCRISP,T regulatory cells_Imatinib,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_Isoniazid,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Ixabepilone,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_K02288,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_Ketoconazole,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_LDN193189,T regulatory cells
0.9066666666666666,DIFFCRISP,T regulatory cells_LY2090314,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_Lamivudine,T regulatory cells
0.94,DIFFCRISP,T regulatory cells_Lapatinib,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_Linagliptin,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_MGCD265,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_MK5108,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Masitinib,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_Methotrexate,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Midostaurin,T regulatory cells
0.9333333333333332,DIFFCRISP,T regulatory cells_MometasoneFuroate,T regulatory cells
0.9466666666666667,DIFFCRISP,T regulatory cells_MubritinibTAK165,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Navitoclax,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Nefazodone,T regulatory cells
0.9466666666666667,DIFFCRISP,T regulatory cells_Nilotinib,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_ODemethylatedAdapalene,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_OSI930,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_OprozomibONX0912,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Oxybenzone,T regulatory cells
0.92,DIFFCRISP,T regulatory cells_PD0325901,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_PF03814735,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_PF04691502,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_PRT062607,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Palbociclib,T regulatory cells
0.9333333333333332,DIFFCRISP,T regulatory cells_Penfluridol,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Perhexiline,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Phenylbutazone,T regulatory cells
0.8333333333333334,DIFFCRISP,T regulatory cells_PitavastatinCalcium,T regulatory cells
0.94,DIFFCRISP,T regulatory cells_Pomalidomide,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_PorcnInhibitorIII,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Prednisolone,T regulatory cells
0.4466666666666666,DIFFCRISP,T regulatory cells_ProscillaridinAProscillaridinA,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_Protriptyline,T regulatory cells
0.9533333333333333,DIFFCRISP,T regulatory cells_Quizartinib,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_R428,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_RG7090,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_RG7112,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_RN486,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_RVX208,T regulatory cells
0.9266666666666667,DIFFCRISP,T regulatory cells_Raloxifene,T regulatory cells
0.9133333333333334,DIFFCRISP,T regulatory cells_Resminostat,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_Ricolinostat,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Riociguat,T regulatory cells
0.9266666666666666,DIFFCRISP,T regulatory cells_Ruxolitinib,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_SB525334,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_SCH58261,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_SLx2119,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_STK219801,T regulatory cells
0.9466666666666667,DIFFCRISP,T regulatory cells_Saracatinib,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Selumetinib,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_Sgccbp30,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Sunitinib,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_TGX221,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_TIE2KinaseInhibitor,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_TLHRAS26,T regulatory cells
0.9733333333333333,DIFFCRISP,T regulatory cells_TPCA1,T regulatory cells
0.9533333333333333,DIFFCRISP,T regulatory cells_TR14035,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Tacalcitol,T regulatory cells
0.9533333333333333,DIFFCRISP,T regulatory cells_Tamatinib,T regulatory cells
0.88,DIFFCRISP,T regulatory cells_Tipifarnib,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_Tivantinib,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Tivozanib,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_Topotecan,T regulatory cells
0.94,DIFFCRISP,T regulatory cells_Tosedostat,T regulatory cells
0.9866666666666667,DIFFCRISP,T regulatory cells_Trametinib,T regulatory cells
0.98,DIFFCRISP,T regulatory cells_UNIIBXU45ZH6LI,T regulatory cells
0.96,DIFFCRISP,T regulatory cells_Vandetanib,T regulatory cells
0.9933333333333333,DIFFCRISP,T regulatory cells_Vanoxerine,T regulatory cells
1.0,DIFFCRISP,T regulatory cells_Vardenafil,T regulatory cells
0.9666666666666667,DIFFCRISP,T regulatory cells_YK4279,T regulatory cells
