direction_acc,drug,dose,cell_type,batch_original,batch_group,n_cells,n_de_genes,method
0.5128205128205128,CHIR99021,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,39,CRISP
0.4772727272727273,Crizotinib,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,44,CRISP
0.28,Dabrafenib,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,50,CRISP
0.5853658536585366,Dactolisib,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,41,CRISP
0.5,Foretinib,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,44,CRISP
0.7222222222222222,Idelalisib,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,36,CRISP
0.3870967741935484,LDN193189,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,31,CRISP
0.2857142857142857,Linagliptin,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,35,CRISP
0.4482758620689655,ODemethylatedAdapalene,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,29,CRISP
0.4,Palbociclib,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,40,CRISP
0.34375,Penfluridol,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,32,CRISP
0.6829268292682927,PorcnInhibitorIII,0.07092198581560284,NK cells,CEL-Seq2,CEL-Seq2,42,41,CRISP
0.46938775510204084,Belinostat,0.007092198581560284,NK cells,Drop-seq,Drop-seq,484,49,CRISP
0.7435897435897436,CHIR99021,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,39,CRISP
0.5454545454545454,Crizotinib,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,44,CRISP
0.2,Dabrafenib,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,50,CRISP
0.6097560975609756,Dactolisib,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,41,CRISP
0.5227272727272727,Foretinib,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,44,CRISP
0.75,Idelalisib,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,36,CRISP
0.41935483870967744,LDN193189,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,31,CRISP
0.37142857142857144,Linagliptin,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,35,CRISP
0.7241379310344828,ODemethylatedAdapalene,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,29,CRISP
0.7,Palbociclib,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,40,CRISP
0.6875,Penfluridol,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,32,CRISP
0.7804878048780488,PorcnInhibitorIII,0.07092198581560284,NK cells,Drop-seq,Drop-seq,484,41,CRISP
0.46938775510204084,Belinostat,0.007092198581560284,NK cells,Smart-seq2,Smart-seq2,50,49,CRISP
0.5384615384615384,CHIR99021,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,39,CRISP
0.4318181818181818,Crizotinib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,44,CRISP
0.42,Dabrafenib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,50,CRISP
0.6341463414634146,Dactolisib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,41,CRISP
0.5,Foretinib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,44,CRISP
0.6666666666666666,Idelalisib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,36,CRISP
